topHeadlineFeatures,name,brand,mainImageUrl,phoneType,restImageUrl,bestBuyPrice,colors,processor,releasedOS,accessories,additionalFeatures,ram,overViewDescription,overViewReleaseDate,overViewMarketStaus,overViewPhoneWeight,overViewDimension,overViewBodyMaterial,overViewReleaseOS,cameraFrontcameraInMegaPixalWithFeatures,cameraRearCameraInMegaPixalWithFeatures,cameraVideoResolution,cameraOtherCameraFeatures,displayScreenSize,displayScreenResolution,displayScreenMaterial,displayDisplayTechnology,displayDtherDisplayFeatures,batteryTalkTime,batteryBatteryCapacity,batteryBatteryTechnology,InternalStorage,ExpendableStorageFeatures,connectivityAndFeaturesWireLessConnectivityFeatures,connectivityAndFeaturesDualSimSupportabilty,connectivityAndFeaturesBluetoothVersion,connectivityAndFeaturesSimCardSize,connectivityAndFeaturesChargingOptions,connectivityAndFeaturesSensors,connectivityAndFeaturesothersConnectivityFeatures,connectivityAndFeaturesNetworkFeatures
"Battery:2900 mAh, Li-ion~Camera:5 MP Primary|LED Flash|2 MP Front~Performance:Quad Core, 1.2 GHz|Spreadtrum SC7731|512 MB RAM~Display:4.0 inches (Small)|480x800 px, Avg. sharp.",Intex Aqua Y2 Power,Intex,,,,"3,169",Black~Blue~White,"Quad core, 1.2 GHz, Cortex A7",Android v4.4.2 (Kitkat),Chipset:Spreadtrum SC7731~Graphics:Mali-400 MP2,"Connectivity and Battery:Like most smartphones, The Intex Aqua Y2 Power offers a variety of connectivity options to the users that include Bluetooth, GPRS, 3G, Wi-Fi and USB connectivity. The dual SIM phone houses a 2,900mAh Li-ion battery that gives a talk time of up to 20 hours on 2G mode.%Camera and Memory:The Intex Aqua Y2 Power is stacked with 5MP main camera with LED flash having features like panaroma, HDR, timestamp, freeze-frame display, slow motion video, photo while recording etc. It also has a 2MP front camera for clicking selfies and online video chatting. The device houses an internal memory of 4GB and can be expanded to up to 32GB which should give users enough space to download and store songs and videos.%Display and Configuration:The Intex Aqua Y2 Power features a 4-inch TFT display with a resolution of 480 x 800 pixels. The Aqua Y2 is good to look at. The device is powered by 1.2GHz quad-core processor coupled with 512MB RAM. The phone runs on Android v4.4.2 KitKat.",512 MB,,"July 8, 2015 (Official)",,133 grams,126 (H) x 64 (W) x 10.5 (T) mm,,,Resolution:2 MP~Flash:No,"Resolution:5 MP~Sensor:CMOS image sensor~Autofocus:~Optical Image Stabilisation:No~Flash:LED Flash~Image Resolution:2592 x 1944 Pixels~Settings:Exposure compensation, ISO control~Shooting Modes:Continuos Shooting, High Dynamic Range mode (HDR)~Camera Features:Digital Zoom, Auto Flash, Digital image stabilization, Touch to focus",,,4.0 inches,480 x 800 pixels,TFT,,SIM Size:SIM1: Mini SIM2: Micro~Fingerprint Sensor:No~Quick Charging:No~Screen to Body Ratio:56.47 %,Talktime:Up to 20 Hours(2G)Standby Time:Up to 500 Hours(2G),2900 mAh,Li-ion,4 GB,Up to 32 GB,"4G: Not Available, 3G: Available, 2G: Available",,,,,,SIM Size:SIM1: Mini SIM2: Micro~Fingerprint Sensor:No~Quick Charging:No,"Dual SIM, GSM+GSM"
"Battery:2600 mAh, Li-Polymer|Non removable~Camera:13 MP Primary|LED Flash|13 MP Front~Performance:Quad Core, 1.7 GHz...|Snapdragon 615|2 GB RAM~Display:5.5 inches (Large)|Full HD , Very sharp",HTC Desire 826x,HTC,,,,"18,965",Blue~Gray~White,"Quad core, 1.7 GHz, Cortex A53 + Quad core, 1 GHz, Cortex A53",Android v5.0.1 (Lollipop),Chipset:Qualcomm Snapdragon 615 MSM8939~Architecture:64 bit~Graphics:Adreno 405,"Battery and connectivity:The HTC Desire 826x derives its power from 2,600mAH Li-Po non-removable battery which gives ample talktime. The smart phone caters a wide range of connectivity options to its consumers that include Bluetooth, Wi-Fi, USB connectivity. It also gives users the option to use the phone as hotspot and is also compatible with 4G along with OTA sync.%Display, configuration and OS:The HTC Desire 826x exhibits a 5.5-inch large full HD display with a pixel density of 401 ppi. The S-LCD 3 display provides a rich and vibrant visual from all direction and also works well when exposed to sunlight. It has a capacitive multi-touch screen and weighs 183 grams with a dimension of 158 x 77.5 x 8mm. The device runs Android's latest v5.0.1 Lollipop and is powered by 1.7GHz quad-core processor coupled with 2GB RAM that ensure smooth functionality of the phone.%Camera and storage:The Desire 826x continues to impress with its 13MP LED Flash camera that captures vivid pictures and records Full HD videos at 30FPS. It is one of the few phones that also has 13MP front camera. The camera comes with features like Back-illuminated sensor and simultaneously records HD videos and images. It houses an inbuilt memory of 16GB and has a large expandable memory of up to 128GB.",2 GB,,"July 7, 2015 (Official)",,183 grams,158 (H) x 77.5 (W) x 8 (T) mm,,,Resolution:13 MP~Sensor:BSI Sensor,"Resolution:13 MP~Sensor:Back-illuminated sensor (BSI)~Aperture:2.2 F~Flash:LED Flash~Image Resolution:4128 x 3096 Pixels~Settings:Exposure compensation, ISO control~Shooting Modes:Continuos Shooting, High Dynamic Range mode (HDR)~Camera Features:Digital Zoom, Auto Flash, Digital image stabilization, Face detection, Simultaneous HD video and image recording, Touch to focus~Video Recording:1920x1080 @ 30 fps, 1280x720 @ 60 fps",,,5.5 inches,Full HD (1080 x 1920 pixels),S-LCD 3,,"null~Touch Screen:Capacitive Touchscreen, Multi-touch",,2600 mAh,Li-Polymer,16 GB,Up to 128 GB,"4G: Available (supports Indian bands) 3G: Available, 2G: Available",,,,,,,"Dual SIM, GSM+CDMA"
"Battery:1700 mAh, Li-ion~Camera:5 MP Primary|LED Flash|2 MP Front~Performance:MediaTek MT6572|512 MB RAM~Display:4.5 inches (Medium)|480x854 px, Avg. sharp.",Intex Aqua Y4,Intex,,,,"3,399",Black~Silver~White,Cortex A7,Android v4.4.2 (Kitkat),Chipset:MediaTek MT6572~Graphics:Mali-400,"Connectivity and Battery:The Aqua offers a wide range of connectivity that include Wi-Fi and Bluetooth along with micro USB connectivity. The phone is compatible with 3G network that gives users a faster browsing experience. The device houses a 1,700mAh Li-ion battery that gives a talktime of up to 7 hours.%Camera and Memory:The Intex Aqua is stacked with a 5MP rear camera and a 2MP front camera that allow users to capture their favourite and funny moments. The device comes with an internal memory of 4GB and an expandable memory of up to 32GB which provides users enough space to store their favourite movies and songs.%Display and Configuration:The Intex Aqua Y4 boasts of a compact 4.5-inch TFT display with a screen resolution of 480 x 854 pixels. The device runs Android 4.4.2 KitKat and is powered by 1GHz dual-core processor coupled with 512MB RAM that combine to deliver a fast and smooth navigating experience to the consumers.",512 MB,,"July 2, 2015 (Official)",,132 grams,136 (H) x 67.5 (W) x 8.7 (T) mm,,,Resolution:2 MP,Resolution:5 MP~Flash:LED Flash~Image Resolution:2592 x 1944 Pixels~Camera Features:Digital Zoom,,,4.5 inches,480 x 854 pixels,TFT,,"null~Touch Screen:Capacitive Touchscreen, Multi-touch",Talktime:Up to 7 Hours(2G)Standby Time:Up to 298 Hours(2G),1700 mAh,Li-ion,4 GB,Up to 32 GB,"4G: Not Available, 3G: Available, 2G: Available",,,,,,,"Dual SIM, GSM+GSM"
"Battery:2500 mAh, Li-ion~Camera:13 MP Primary|Triple LED Flash|5 MP Front~Performance:Octa Core, 1.4 GHz|MediaTek MT6592M|1 GB RAM~Display:5.3 inches (Large)|HD, Avg. sharp.",Panasonic P55 Novo,Panasonic,,,,"6,312",Blue~Gold~Gray,"Octa core, 1.4 GHz, Cortex A7",Android v4.4.2 (Kitkat),Chipset:MediaTek MT6592M~Graphics:Mali-450 MP4~USB OTG Support:No,"Display and design:Featuring a fabric-textured rear, The Panasonic P55 NOVO offers a 5.3-inch HD IPS display, and is packed in a metal finish body with a fabric-textured rear. It is powered by an octa-core processor clocked at 1.4GHz supported by 1GB of RAM.%User interface:The P55 NOVO runs Android 4.4.2 KitKat with support for 21 Indian languages. It comes with a host of gesture controls including double tap to lock/unlock and smart swipe functionality which enables you to use a combination of fingers to perform predefined functions. The smartphone is also equipped with a Peel Smart Remote app along with infrared blaster, enabling you to use it as a universal remote.%Battery and connectivity:The P55 NOVO is fueled by a 2,500mAh battery with safe charging feature which prevents overcharging. It is a dual-SIM smartphone with connectivity features like 3G, Wi-Fi, Wi-Fi Direct, Bluetooth and A-GPS.%Camera and storage:The Panasonic P55 NOVO is equipped with a 13MP camera at the back with a triple LED flash. The 5MP front shooter also gets a single LED flash, making it an optimal device for selfie freaks. It offers 8GB of inbuilt storage which is further expandable by 32GB.",1 GB,,"July 14, 2015 (Official)",,164 grams,147.9 (H) x 73.8 (W) x 8.1 (T) mm,,,Resolution:5 MP~Autofocus:No~Flash:LED Flash,"Resolution:13 MP~Sensor:CMOS image sensor~Autofocus:~Optical Image Stabilisation:No~Flash:Triple LED Flash~Image Resolution:4128 x 3096 Pixels~Settings:Exposure compensation, ISO control~Shooting Modes:Continuos Shooting, High Dynamic Range mode (HDR)~Camera Features:Digital Zoom, Auto Flash, Digital image stabilization, Face detection, Touch to focus~Video Recording:1920x1080 @ 30 fps",,,5.3 inches,HD (720 x 1280 pixels),IPS LCD,,Fingerprint Sensor:No~Quick Charging:No~Screen to Body Ratio:70.78 %,,2500 mAh,Li-ion,8 GB,Up to 32 GB,"4G: Not Available, 3G: Available, 2G: Available",,,,,,Fingerprint Sensor:No~Quick Charging:No,"Dual SIM, GSM+GSM"
"Battery:2100 mAh, Li-ion~Camera:8 MP Primary|LED Flash|2 MP Front~Performance:Quad Core, 1.3 GHz|MediaTek MT6582M|2 GB RAM~Display:5.0 inches (Medium)|HD, Avg. sharp.",XOLO Cube 5.0 2GB,XOLO,,,,"5,132",Black~Gold~White,"Quad core, 1.3 GHz, Cortex A7",Android v5.0 (Lollipop),Chipset:MediaTek MT6582M~Graphics:Mali-400,"Display and Configuration:The XOLO Cube 5.0 2GB flaunts an HD IPS LCD display of 5-inch, with a resolution of 720 x 1,280 pixels and a pixel density of 294 ppi. In the heart of the device, there is a powerful Quad core Cortex A7 processor capable to render a speed of 1.3 GHz. It is seated in a MediaTek MT6582M chipset coupled with a 2GB RAM, good for multitasking. The device is preloaded with the latest Android version (Lollipop) which gives you access to the latest apps and entertainment.%Camera and memory:The 8MP auto focus camera of the XOLO Cube 5.0 2GB with LED flash and digital zooming gives you freedom to snap pictures of whatever your heart desires. It has the capability to record Full HD videos at 30FPS. The device also poses a front camera of 2MP. The XOLO Cube 5.0 2GB has a vast internal memory of 8GB which can be extended to 32GB.%Connectivity and battery:The XOLO Cube 5.0 2GB mobile has multi connective options like EDGE, Wi-Fi, GPRS and 3G (with a speed of HSDPA 21 Mbit/s, HSUPA 5.76 Mbit/s), giving a full access to the internet. It can also be connected to other devices through Bluetooth and micro USB port. The XOLO Cube 5.0 2GB is juiced up by a 2100 mAh Li-ion battery capable to render up to 24hrs talktime in 2G and up to 11hrs in 3G.",2 GB,,"July 1, 2015 (Official)",,,143 (H) x 71 (W) x 6.9 (T) mm,,,Resolution:2 MP,"Resolution:8 MP~Flash:LED Flash~Image Resolution:3264 x 2448 Pixels~Shooting Modes:High Dynamic Range mode (HDR), Burst mode~Camera Features:Digital Zoom, Face detection~Video Recording:1920x1080 @ 30 fps",,,5.0 inches,HD (720 x 1280 pixels),IPS LCD,,"null~Touch Screen:Capacitive Touchscreen, Multi-touch",,2100 mAh,Li-ion,8 GB,Up to 32 GB,"4G: Not Available, 3G: Available, 2G: Available",,,,,,,"Dual SIM, GSM+GSM"
"Battery:1750 mAh, Li-ion|7 Hours talktime (3G)~Camera:5 MP Primary|LED Flash|0.3 MP Front~Performance:Quad Core, 1.2 GHz|512 MB RAM~Display:4.0 inches (Small)|480x800 px, Avg. sharp.",Lava Iris X1 Atom 8GB,Lava,,,,"3,028",Black~White,"Quad core, 1.2 GHz",Android v4.4 (Kitkat),,"Connectivity and Battery:Performance wise, the Lava Iris X1 Atom 8GB has an average configuration. The RAM of the device is a little low, so you might have a problem with multitasking. Design wise, the device poses a stunning look. The Lava Iris X1 Atom 8GB is an excellent phone for those looking for a budget phone with Android specifications.%Camera and Memory:Performance wise, the Lava Iris X1 Atom 8GB has an average configuration. The RAM of the device is a little low, so you might have a problem with multitasking. Design wise, the device poses a stunning look. The Lava Iris X1 Atom 8GB is an excellent phone for those looking for a budget phone with Android specifications.%Display and Configuration:Performance wise, the Lava Iris X1 Atom 8GB has an average configuration. The RAM of the device is a little low, so you might have a problem with multitasking. Design wise, the device poses a stunning look. The Lava Iris X1 Atom 8GB is an excellent phone for those looking for a budget phone with Android specifications.",512 MB,,"April 23, 2015 (Official)",,120 grams,125.5 (H) x 63.4 (W) x 9.6 (T) mm,,,Resolution:0.3 MP,Resolution:5 MP~Flash:LED Flash~Image Resolution:2592 x 1944 Pixels~Shooting Modes:High Dynamic Range mode (HDR)~Camera Features:Digital Zoom~Video Recording:1280x720 @ 30 fps,,,4.0 inches,480 x 800 pixels,TFT,,"null~Touch Screen:Capacitive Touchscreen, Multi-touch",Talktime:Up to 7 Hours(3G) / Up to 11 Hours(2G),1750 mAh,Li-ion,8 GB,Up to 32 GB,"4G: Not Available, 3G: Available, 2G: Available",,,,,,,"Dual SIM, GSM+GSM"
"Battery:2150 mAh, Li-ion~Camera:8 MP Primary|Dual LED Flash~Performance:Quad Core, 1.3 GHz|1 GB RAM~Display:5.0 inches (Medium)|480x854 px, Low sharp.",IBall Andi Avonte 5,IBall,,,,"4,262",Gold,"Quad core, 1.3 GHz",Android v4.4 (Kitkat),,Connectivity and Battery:The Andi Avonte 5 is good looking smartphone from the house of iBall. Its main attraction is its swivel camera that makes it quite desirable in this price range. Other than that it is well endowed with all features and configuration of a phone at this price range. The good battery power is definitely a bonus.%Camera and Memory:The Andi Avonte 5 is good looking smartphone from the house of iBall. Its main attraction is its swivel camera that makes it quite desirable in this price range. Other than that it is well endowed with all features and configuration of a phone at this price range. The good battery power is definitely a bonus.%Display and Configuration:The Andi Avonte 5 is good looking smartphone from the house of iBall. Its main attraction is its swivel camera that makes it quite desirable in this price range. Other than that it is well endowed with all features and configuration of a phone at this price range. The good battery power is definitely a bonus.,1 GB,,"June 22, 2015 (Official)",,,,,,,Resolution:8 MP~Flash:Dual LED Flash~Image Resolution:3264 x 2448 Pixels,,,5.0 inches,480 x 854 pixels,IPS LCD,,"null~Touch Screen:Capacitive Touchscreen, Multi-touch",,2150 mAh,Li-ion,8 GB,Up to 32 GB,"4G: Not Available, 3G: Available, 2G: Available",,,,,,,"Dual SIM, GSM+GSM"
"Battery:2000 mAh, Li-ion~Camera:8 MP Primary|LED Flash|5 MP Front~Performance:Quad Core, 1.2 GHz|1 GB RAM~Display:5.0 inches (Medium)|480x854 px, Low sharp.",Videocon Infinium Z51 Nova Plus,Videocon,,,,"5,050",Blue~Gray,"Quad core, 1.2 GHz",Android v4.4.2 (Kitkat),,"Connectivity and Battery:The Videocon Infinium is an excellent smartphone with a strong processor and an attractive display. The phone would impress users who love to capture their favourite moments and click selfies. In addition, it has large storage capacity. To sum up the phone scores high on most aspects and the price makes it more tempting.%Camera and Memory:The Videocon Infinium is an excellent smartphone with a strong processor and an attractive display. The phone would impress users who love to capture their favourite moments and click selfies. In addition, it has large storage capacity. To sum up the phone scores high on most aspects and the price makes it more tempting.%Display and Configuration:The Videocon Infinium is an excellent smartphone with a strong processor and an attractive display. The phone would impress users who love to capture their favourite moments and click selfies. In addition, it has large storage capacity. To sum up the phone scores high on most aspects and the price makes it more tempting.",1 GB,,"June 28, 2015 (Official)",,,,,,Resolution:5 MP,Resolution:8 MP~Flash:LED Flash~Image Resolution:3264 x 2448 Pixels~Camera Features:Digital Zoom,,,5.0 inches,480 x 854 pixels,TFT,,"null~Touch Screen:Capacitive Touchscreen, Multi-touch",,2000 mAh,Li-ion,8 GB,Up to 32 GB,"4G: Not Available, 3G: Available, 2G: Available",,,,,,,"Dual SIM, GSM+GSM"
"Battery:2000 mAh, Li-ion~Camera:13 MP Primary|LED Flash|5 MP Front~Performance:Octa Core, 1.4 GHz|MediaTek MT6592M|2 GB RAM~Display:5.0 inches (Medium)|HD, Avg. sharp.",Intex Aqua Xtreme 2,Intex,,,,"5,950",Black~White,"Octa core, 1.4 GHz, Cortex A7",Android v4.4 (Kitkat),Chipset:MediaTek MT6592M~Graphics:Mali-450 MP4,"Connectivity and Battery:The Intex Aqua Xtreme 2 is packed with powerful features, and is an apt solution if you are looking for a powerful smartphone with gaming and multitasking capabilities within a budget. Moreover, the device is slim, lightweight and poses an attractive design.%Camera and Memory:The Intex Aqua Xtreme 2 is packed with powerful features, and is an apt solution if you are looking for a powerful smartphone with gaming and multitasking capabilities within a budget. Moreover, the device is slim, lightweight and poses an attractive design.%Display and Configuration:The Intex Aqua Xtreme 2 is packed with powerful features, and is an apt solution if you are looking for a powerful smartphone with gaming and multitasking capabilities within a budget. Moreover, the device is slim, lightweight and poses an attractive design.",2 GB,,"June 26, 2015 (Official)",,132 grams,140 (H) x 71.9 (W) x 7.9 (T) mm,,,Resolution:5 MP,"Resolution:13 MP~Flash:LED Flash~Image Resolution:4128 x 3096 Pixels~Shooting Modes:High Dynamic Range mode (HDR)~Camera Features:Digital Zoom, Face detection~Video Recording:1920x1080 @ 30 fps",,,5.0 inches,HD (720 x 1280 pixels),IPS LCD,,"null~Touch Screen:Capacitive Touchscreen, Multi-touch",Talktime:Up to 8 Hours(2G)Standby Time:Up to 300 Hours(2G),2000 mAh,Li-ion,16 GB,Up to 32 GB,"4G: Not Available, 3G: Available, 2G: Available",,,,,,,"Dual SIM, GSM+GSM"
"Battery:1300 mAh, Li-ion~Camera:3.2 MP Primary|LED Flash|0.3 MP Front~Performance:Dual Core, 1.3 GHz|512 MB RAM~Display:4.0 inches (Small)|480x800 px, Avg. sharp.",Micromax Bolt D303,Micromax,,,,"2,599",Black,"Dual core, 1.3 GHz",Android v4.4 (Kitkat),,"Connectivity and Battery:The Micromax Bolt D303 is a Dual SIM phone and offers a wide range of connectivity options like GPRS and Wi-Fi for staying connected to the internet. It has Bluetooth and a micro-USB port so that the user faces no trouble in connecting it to other devices. The phone is backed by a decent 1,300mAh Li-ion battery which gives decent batter backup.%Camera and Memory:The Micromax Bolt D303 houses an average 3.2MP rear camera with an LED Flash for low-light images and a front camera of 0.3MP. It has an internal memory of 4GB and allows the users to extend the memory to up to 32GB with a microSD-card. %Display and Configuration:The Micromax Bolt D303 features a compact 4.0-inch TFT display with a screen resolution of 480 x 800 pixels along with a pixel density of 233 ppi which provides vivid image quality. It is powered by a 1.3GHz dual-core processor with 512MB RAM.",512 MB,,"June 25, 2015 (Official)",,,,,,Resolution:0.3 MP,Resolution:3.2 MP~Flash:LED Flash~Image Resolution:2048 x 1536 Pixels~Camera Features:Digital Zoom,,,4.0 inches,480 x 800 pixels,TFT,,"null~Touch Screen:Capacitive Touchscreen, Multi-touch",,1300 mAh,Li-ion,4 GB,Up to 32 GB,"4G: Not Available, 3G: Available, 2G: Available",,,,,,,"Dual SIM, GSM+GSM"
